APD,65.035,-146.49833333333333
AEC,64.51138888888889,-164.705
ACG,56.85277777777778,-134.47083333333333
AIH,59.46138888888889,-145.69694444444443
ABC,60.79194444444444,-160.1236111111111
AHG,60.725833333333334,-150.6486111111111
AKC,58.67944444444444,-155.37055555555554
BMX,33.17222222222222,-85.23027777777777
MOB,30.679444444444446,-87.76027777777777
HTX,34.93055555555555,-85.91666666666667
MXX,32.53666666666666,-84.21027777777778
EOX,31.460555555555555,-84.54055555555556
LZK,34.83638888888889,-91.73777777777778
SRX,35.29055555555556,-93.63833333333334
IWA,33.28916666666667,-110.33
EMX,31.89361111111111,-109.36972222222222
FSX,34.574444444444445,-110.80222222222221
YUX,32.49527777777778,-113.34333333333333
DAX,38.50111111111111,-120.32222222222222
VTX,34.41166666666666,-118.82055555555556
MUX,37.155277777777776,-120.10166666666666
BHX,40.498333333333335,-123.70805555555556
HNX,36.314166666666665,-118.36777777777779
NKX,32.91888888888889,-116.95805555555556
SOX,33.81777777777778,-116.36416666666666
VBX,34.838055555555556,-119.60305555555554
EYX,35.09777777777778,-116.43916666666667
BBX,39.49611111111111,-120.36833333333334
FTG,39.78666666666666,-103.45416666666667
PUX,38.45944444444445,-103.81861111111111
GJX,39.06222222222222,-107.78611111111111
DOX,38.82555555555556,-74.56027777777777
MLB,28.113333333333333,-79.34583333333333
AMX,25.611111111111114,-79.58722222222222
TBW,27.705555555555556,-81.59833333333333
JAX,30.484722222222224,-80.29805555555555
TLH,30.3975,-83.67111111111112
BYX,24.5975,-80.29694444444443
EVX,30.564444444444444,-84.0786111111111
FFC,33.36361111111111,-83.43416666666667
JGX,32.67527777777777,-82.64888888888889
VAX,30.890277777777776,-82.99833333333333
GUA,13.454444444444444,144.80833333333334
HMO,21.13277777777778,-156.82000000000002
HWA,19.095,-154.4311111111111
HKM,20.125555555555557,-154.2222222222222
HKI,21.894166666666667,-158.44777777777776
DMX,41.73111111111111,-92.27722222222222
DVN,41.611666666666665,-89.41916666666667
CBX,43.49055555555556,-115.76444444444445
SFX,43.10583333333334,-111.31388888888888
LOT,41.60472222222222,-87.91527777777779
ILX,40.150555555555556,-88.66305555555556
IND,39.7075,-85.71972222222222
IWX,41.35888888888889,-84.3
VWX,38.26027777777778,-86.27555555555556
DDC,37.76083333333333,-98.03111111111112
ICT,37.65472222222222,-96.55722222222222
TWX,38.996944444444445,-95.7675
GLD,39.36694444444444,-100.29972222222221
LVX,37.97527777777778,-84.05611111111111
PAH,37.068333333333335,-87.22805555555556
JKL,37.590833333333336,-82.68694444444445
HPX,36.736666666666665,-86.715
LIX,30.336666666666666,-88.17444444444445
LCH,30.12527777777778,-92.78416666666666
SHV,32.450833333333335,-92.15861111111111
POE,31.155555555555555,-91.02416666666666
BOX,41.95583333333334,-70.86305555555555
LWX,38.976111111111116,-76.5125
GYX,43.89138888888889,-69.74361111111111
CBW,46.03916666666667,-66.19361111111111
DTX,42.69972222222222,-82.52833333333334
GRR,42.89388888888889,-84.45527777777778
MQT,46.53111111111111,-86.45166666666667
APX,44.907222222222224,-83.28027777777777
MPX,44.848888888888894,-92.43444444444445
DLH,46.83694444444445,-91.79027777777777
LSX,38.69888888888889,-89.31722222222221
EAX,38.81027777777778,-93.73555555555555
SGF,37.23527777777778,-92.59944444444444
JAN,32.31777777777778,-89.92
DGX,32.27972222222222,-88.01583333333333
GWX,33.89666666666667,-87.67111111111112
TFX,47.459722222222226,-110.61472222222221
MSX,47.04111111111111,-112.01388888888889
BLX,45.85388888888889,-107.39333333333335
GGW,48.20638888888889,-105.375
MHX,34.77611111111111,-75.1238888888889
LTX,33.989444444444445,-77.57111111111111
RAX,35.66555555555556,-77.51027777777777
BIS,46.770833333333336,-99.23944444444444
MVX,47.52777777777778,-96.67444444444445
MBX,48.3925,-99.135
UEX,40.32083333333334,-97.55805555555555
OAX,41.32027777777778,-95.63333333333334
LNX,41.95777777777778,-99.42361111111111
DIX,39.94694444444444,-73.58916666666666
ABX,35.14972222222222,-105.17611111111111
FDX,34.63527777777778,-102.37
HDX,33.07638888888889,-105.87722222222223
RGX,39.75416666666667,-118.53777777777778
ESX,35.70111111111111,-113.1086111111111
LRX,40.73972222222222,-115.19722222222222
OKX,40.86555555555556,-71.13611111111112
BGM,42.19972222222222,-74.01527777777778
ENX,42.58638888888889,-73.93611111111112
BUF,42.94888888888889,-77.26333333333334
TYX,43.755833333333335,-74.32
CLE,41.41305555555555,-80.14027777777778
ILN,39.42027777777778,-82.17833333333334
TLX,35.33305555555556,-96.72222222222223
INX,36.175,-94.43527777777778
FDR,34.36222222222222,-97.02361111111111
VNX,36.740833333333335,-97.87222222222223
RTX,45.71472222222223,-121.03472222222221
MAX,42.08111111111111,-121.28277777777778
PDT,45.690555555555555,-117.14722222222223
PBZ,40.531666666666666,-79.78194444444445
CCX,40.92305555555555,-77.99638888888889
JUA,18.115555555555556,-65.92194444444445
CAE,33.948611111111106,-80.88166666666667
GSP,34.88333333333333,-81.78
CLX,32.65555555555555,-80.95777777777778
ABR,45.45583333333334,-97.58694444444444
FSD,43.58777777777778,-95.27055555555556
UDX,44.125,-101.17027777777778
NQA,35.344722222222224,-88.12666666666668
MRX,36.16861111111111,-82.59833333333333
OHX,36.24722222222222,-85.4375
AMA,35.233333333333334,-100.29083333333332
HGX,29.471944444444443,-94.92083333333333
FWS,32.573055555555555,-96.69694444444444
EWX,29.703888888888887,-97.97166666666666
LBB,33.65416666666667,-100.18583333333333
MAF,31.943333333333335,-101.81083333333333
BRO,25.91611111111111,-96.58111111111111
EPZ,31.873055555555556,-105.30194444444444
SJT,31.37138888888889,-99.5075
CRP,27.784166666666668,-96.4888888888889
GRK,30.721944444444443,-96.61694444444446
DYX,32.538333333333334,-98.74555555555555
DFX,29.272777777777776,-99.71944444444445
MTX,41.26277777777778,-111.55222222222221
ICX,37.590833333333336,-111.13777777777779
FCX,37.02444444444444,-79.72611111111111
AKQ,36.98388888888889,-76.99277777777777
CXX,44.51111111111111,-72.83361111111111
ATX,48.19444444444444,-121.50416666666666
OTX,47.680277777777775,-116.37333333333333
GRB,44.498333333333335,-87.88861111111112
MKX,42.967777777777776,-87.44944444444445
ARX,43.82277777777778,-90.80888888888889
RLX,38.31111111111111,-80.27694444444444
CYS,41.151944444444446,-103.19388888888889
RIW,43.066111111111105,-107.52277777777778
NOP3,35.238055555555555,-96.53999999999999
SHI,31.00111111111111,121.885
PEK,40.05083333333333,116.60972222222222
LGX,47.13,-123.90027777777779
OUN,35.23583333333333,-96.53805555555556
CRI,35.238055555555555,-96.53999999999999
KJK,35.924166666666665,126.62194444444444
KSG,36.95944444444445,127.01805555555555
ODN,26.301944444444445,127.90972222222223
